tot_people,workers_over_spectators,nb_of_spectators,nb_of_workers,min_perception_distance,max_perception_distance,speed,speed_ratio,leader_frac,follower_frac,tot_victims,tot_saved_people,tot_spectators_victims,tot_spectators_saved,tot_workers_victims,tot_workers_saved,tot_leaders_victims,tot_leaders_saved,tot_followers_victims,tot_followers_saved,tot_panic_victims,tot_panic_saved
700,0.1,636,64,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,16,179,15,156,1,23,2,21,12,116,1,19
700,0.1,636,64,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,5,350,5,306,0,44,0,45,4,231,1,30
700,0.1,636,64,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,28,315,25,281,3,34,2,23,21,225,2,33
700,0.1,636,64,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,6,241,6,217,0,24,1,15,4,173,1,29
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,9,294,8,263,1,31,1,24,7,201,0,38
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,48,355,44,317,4,38,3,29,36,249,5,39
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,12,448,12,412,0,36,4,53,8,306,0,53
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,9,215,9,200,0,15,0,17,8,159,1,24
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,72,308,61,278,11,30,4,32,48,204,9,42
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,20,258,19,224,1,34,0,18,16,167,3,39
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,88,412,75,383,13,29,11,38,55,297,9,48
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,11,445,9,408,2,37,3,46,6,317,0,45
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,65,313,60,274,5,39,9,33,44,203,7,38
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,114,305,101,269,13,36,7,27,74,214,20,28
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,20,449,14,410,6,39,0,43,13,304,1,63
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,2,288,2,262,0,26,0,27,2,195,0,40
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,29,364,27,331,2,33,1,35,26,252,0,44
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,34,230,31,207,3,23,1,24,26,159,4,24
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,44,261,37,233,7,28,0,17,34,178,3,38
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,40,296,35,259,5,37,3,23,25,201,7,35
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,37,323,32,287,5,36,5,32,21,228,6,27
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,17,241,16,223,1,18,3,23,13,175,0,25
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,41,363,34,329,7,34,2,35,25,264,7,30
750,0.1,681,69,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,26,314,25,284,1,30,5,37,17,211,3,36
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,84,360,79,323,5,37,5,35,59,235,15,53
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,67,320,61,291,6,29,3,32,52,213,6,46
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,41,262,35,243,6,19,4,25,24,184,7,34
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,66,386,58,346,8,40,9,26,39,282,10,38
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,36,281,31,249,5,32,2,28,27,186,2,35
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,55,155,46,138,9,17,3,17,34,100,9,21
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,16,266,14,238,2,28,2,23,9,175,3,40
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,33,313,30,286,3,27,1,34,26,217,3,35
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,93,433,84,392,9,41,8,51,63,297,13,44
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,130,368,121,331,9,37,12,35,94,255,15,41
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,77,402,68,361,9,41,6,33,56,277,6,51
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,81,448,72,402,9,46,7,56,54,304,11,42
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,85,393,75,350,10,43,14,32,46,271,15,47
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,31,254,28,229,3,25,0,22,22,180,6,27
800,0.1,727,73,1.0,5.0,0.08333333333333333,2.0,0.1,0.75,0,233,0,202,0,31,0,21,0,154,0,27
